,word,sentence,title,url,identifier
494,digiti," First order of business: come at 5 PM for taco trucks, cocktails and hands-on demonstrations of how to digitize a rare book, play a virtual reality game, or explore the newest features of the Wayback Machine",Let’s Celebrate: Building A Better Web!,https://blog.archive.org/2018/09/,445
495,digiti," What’s changed? In this latest revision to the wish list, we decided to keep the focus on materials that are widely held and widely cited by fine tuning the thresholds for inclusion on the list in the following ways:  In our previous wish list, we had included xISBN “synonyms” to the ISBNs on the list as a way of increasing the breadth of materials, but realized that approach created scenarios where we could have digitized a different edition than the one cited by a Wikipedia editor, or included on a syllabus",Revised wish list now available: 1.5M books we want,https://blog.archive.org/2018/09/,446
496,digiti,5M ISBNs that we feel confident in using as a core collection around which to focus our acquisition and digitization priorities,Revised wish list now available: 1.5M books we want,https://blog.archive.org/2018/09/,446
497,digiti, We will add these books to our digitization queue and they will become ebooks available through Open Libraries as funding becomes available,Revised wish list now available: 1.5M books we want,https://blog.archive.org/2018/09/,446
498,scan,"   Scan books  If you have books on our wish list but don’t want to donate them to our physical archive, we offer scanning services and can digitize your books in one of our regional scanning centers",Revised wish list now available: 1.5M books we want,https://blog.archive.org/2018/09/,446
499,digiti, It also digitizes and makes accessible books and sound recordings,The 2018 Internet Archive Artist in Residence: Pickling the Past for Future Edibility,https://blog.archive.org/2018/08/,449
500,digiti," Exhibition Dates and Information: July 14 – August 11 Opening Reception: Saturday, July 14, 5-8 pm 1275 Minnesota Street First Floor Suite 105, San Francisco, California The Internet Archive is a San Francisco based nonprofit digital library providing researchers, historians, scholars, people with disabilities, and the general public access to more than 40 petabytes of collections of digitized materials, including websites, software applications/games, music, movies/videos, moving images, and nearly three million public-domain books, as well as the Wayback Machine archive (an archive of almost 300 billion websites preserved over time)",The Internet Archive’s 2018 Artist in Residency Exhibition,https://blog.archive.org/2018/06/,458
501,scan,The European Union is set to vote on a copyright proposal that will require platforms hosting user-generated content to automatically scan and filter anything that their users upload (see the EU Commission’s proposed Article 13 of the Copyright Directive) on June 20th or 21st,Proposed EU Copyright Measure Threatens the Internet,https://blog.archive.org/2018/06/,459
502,digiti,Internet Archive has received a $1 million dollar grant from Arcadia – a charitable fund of Lisbet Rausing and Peter Baldwin – to digitize titles from university press collections to make them available via controlled digital lending,Internet Archive awarded grant from Arcadia Fund to digitize university press collections,https://blog.archive.org/2018/05/,463
503,digiti," Large-scale digitization projects have brought millions of books online, largely from the nineteenth and early twentieth centuries, but almost a century of knowledge still lives only on the printed page, inaccessible to scholars, journalists and online learners",Internet Archive awarded grant from Arcadia Fund to digitize university press collections,https://blog.archive.org/2018/05/,463
504,digiti,"  To bring important twentieth century scholarship online, the Internet Archive seeks partnerships with university presses to digitize their publications",Internet Archive awarded grant from Arcadia Fund to digitize university press collections,https://blog.archive.org/2018/05/,463
505,scan," Decades later, he found the box and scanned in the contents",Spam Faxes and the Wonders of Ephemera,https://blog.archive.org/2018/04/,469
506,scan," And they did!    The faxes are scanned and readable in the item in our online book reader; going to full-screen mode turns them into a very readable exhibit of pitches, come-ons and scams from the UK around that period of time",Spam Faxes and the Wonders of Ephemera,https://blog.archive.org/2018/04/,469
507,scan," Thanks to Rob for keeping this material all these years, and taking the effort to scan them and bring them online!",Spam Faxes and the Wonders of Ephemera,https://blog.archive.org/2018/04/,469
508,digiti, Challenges:  detecting start and stop of songs get track titles from OCR’ed covers or labels engaging UI for QA or uncertain automated output  The Internet Archive is interested in digitizing “Lost Vinyl”: those recordings that did not make it to CD or Spotify,Software Help Requested to Segment Tracks on LP’s,https://blog.archive.org/2018/04/,475
509,digiti," We have been getting donations of physical LP’s (but we can always use more, please think of us…)  And at the end of the year we would like to start to digitize them",Software Help Requested to Segment Tracks on LP’s,https://blog.archive.org/2018/04/,475
510,digiti," In other words, we would like to take photographs and digitization of the 2 sides of the album, and then get the titles with start and stop times",Software Help Requested to Segment Tracks on LP’s,https://blog.archive.org/2018/04/,475
511,digiti," Up for helping? We can give access to existing 5,000 and what we would love is robust code that we could run on newly digitized LP’s so we could at least preserve, and maybe even bring access to the Lost Vinyl of the 20th century",Software Help Requested to Segment Tracks on LP’s,https://blog.archive.org/2018/04/,475
512,scan, We have done our best to add instructions and in some cases link to scanned versions of the original manuals for these games,"Some Very Entertaining Plastic, Emulated at the Archive",https://blog.archive.org/2018/03/,483
513,scan," To get the information off an LCD game, it has to be pulled apart and all its components scanned, vectorized, and traced to then make them into a software version of themselves","Some Very Entertaining Plastic, Emulated at the Archive",https://blog.archive.org/2018/03/,483
514,scan," When playing the LCD version of the game “Nightmare Before Christmas”, the game will look like this:  That is a drawn background (also scanned in this process) that has a clear liquid-crystal display over it, showing Jack Skellington, the tree, and an elf","Some Very Entertaining Plastic, Emulated at the Archive",https://blog.archive.org/2018/03/,483
515,scan, These are scanned and then studied to work out the cross-connections that tell the game when to light up what,"Some Very Entertaining Plastic, Emulated at the Archive",https://blog.archive.org/2018/03/,483
516,scan," Thanks to Azma and Zeether for providing metadata on images and control schemes for these games; and a huge thanks to all the photographers, documenters, scanners and reviewers who have been chronicling the history of these games for decades","Some Very Entertaining Plastic, Emulated at the Archive",https://blog.archive.org/2018/03/,483
517,digiti,"We are looking for partners to help us build a great physical collection of books to be preserved, digitized, and made available through our Open Libraries project",Let’s Build a Great Digital Library Together…Starting with a Wishlist,https://blog.archive.org/2018/03/,484
518,digiti,  We will add these books to our digitization queue and they will become ebooks available through Open Libraries as funding becomes available,Let’s Build a Great Digital Library Together…Starting with a Wishlist,https://blog.archive.org/2018/03/,484
519,scan,"   Scan books  If you have books on our wishlist but don’t want to donate them to our physical archive, we offer scanning services and can digitize your books in one of our regional scanning centers",Let’s Build a Great Digital Library Together…Starting with a Wishlist,https://blog.archive.org/2018/03/,484
520,digiti,"    And of course, if you don’t have any books to donate but would like to help offset digitization expenses, please donate today! All monetary donations made by April 30, 2018, will be matched by a Challenge Grant from the Pineapple Fund",Let’s Build a Great Digital Library Together…Starting with a Wishlist,https://blog.archive.org/2018/03/,484
521,digiti,"  She and Débora agreed that the best tribute to Tina would be to donate her collection to the Internet Archive for digitization and preservation, so that people all over the world could appreciate this music and the collection that Tina built",78s Bring the Past to Life,https://blog.archive.org/2018/02/,498
522,digiti, We have begun to digitize Tina’s collection and you can hear the first discs now in the Tina Argumedo & Lucretia Hug Collection,78s Bring the Past to Life,https://blog.archive.org/2018/02/,498
523,digiti,"  If we do not digitize the music on these discs, we will lose it",78s Bring the Past to Life,https://blog.archive.org/2018/02/,498
524,digiti,   The Great 78 Project aims to digitize as many of those 3 million recordings as we can find,78s Bring the Past to Life,https://blog.archive.org/2018/02/,498
525,digiti," Currently we have digitized 50,000 recordings, and we continue to add about 5,000 each month",78s Bring the Past to Life,https://blog.archive.org/2018/02/,498
526,digiti," Working with hundreds of libraries, we buy ebooks, digitize physical books, offer them to the print-disabled, and lend books to one reader at a time, all for free via archive",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
527,digiti,"org is the website that offers free public access to all sorts of materials uploaded by users, collected by the Internet Archive, and digitized by the Internet Archive",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
528,digiti,"org for print-disabled access or to borrow a digitized version of the book, and to other sites that have digital versions",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
529,digiti,"  We also work with more than 500 libraries to help digitize their books, now more than 3 million of them, to preserve them digitally and offer online access",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
530,digiti," Starting 10 years ago the Internet Archive began digitizing modern books, mostly from the 20th century,  for access by the blind and dyslexic",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
531,scan, Those that are certified disabled by the Library of Congress get a decryption key for accessing Library of Congress scanned books,Digital Books on archive.org,https://blog.archive.org/2018/01/,502
532,digiti, This key can also decrypt digitized books available on archive,Digital Books on archive.org,https://blog.archive.org/2018/01/,502
533,digiti," The digitized versions are therefore made available to a single user at a time, while the physical book no longer circulates",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
534,digiti," Millions of documents from court cases, and digitized books from other projects such as the Google book program and the Digital Library of India have been uploaded over the years",Digital Books on archive.org,https://blog.archive.org/2018/01/,502
535,digiti,"By working together, libraries who are digitizing their collections can minimize duplication of effort in order to save time and money to preserve other things",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
536,digiti," Ideally, we want to show each online collection as complete but only digitize any particular item once",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
537,digiti, Therefore one digitized item may belong virtually to several collections,Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
538,digiti," For each record, we look up the record label, catalog number, and title/performer, to see if we have it already digitized",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
539,digiti," If we have it already, then we check the condition of the digitized one against the new one– if we would improve the collection, we digitize the new one",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
540,digiti," If we do not need to digitize it, we add a note to the existing item that it now also belongs to another collection, as well as note where the duplicate physical item can be found",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
541,digiti," For instance, the KUSF collection we are digitizing has many fabulous records we have never seen before including sound effect records",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
542,digiti,"  But about half are records we have digitized better copies of before, so we are not digitizing most of those",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
543,digiti," It takes about half the time to find a record is a duplicate than to fully digitize it, and given that we are now seeing about half of our records not needing to be digitized, we are looking for ways to speed this up",Building Digital 78rpm Record Collections Together with Minimal Duplication,https://blog.archive.org/2018/01/,503
544,digiti," –Richard For some extremely obscure but historically important publications, I can now download, thanks to you and similar digitising archives, a digital copy straight to my computer from Melbourne, Australia",Why We Do What We Do,https://blog.archive.org/2018/01/,505
545,scan,"  Books and Texts  The Latch Key of my Bookhouse was one of the first books scanned by the Internet Archive in its book scanner tests, and it’s a 1921 directory of Children’s Literature that is filled with really nice illustrations that came out great",30 Days of Stuff,https://blog.archive.org/2017/12/,506
546,scan," A lovely 1904 catalog for plums called The Maynard Plum Catalogue was scanned in with one of our partner organizations and it’s a breathless and inspiring declaration of the future wonder of the plums this wizard of plum-growing, Luther Burbank, was bringing to the world",30 Days of Stuff,https://blog.archive.org/2017/12/,506
547,scan," Working with a lovely couple who brought in a 1942 black-owned-businesses directory, I scanned the pages by hand and put them up into this item",30 Days of Stuff,https://blog.archive.org/2017/12/,506
548,scan," Inside that directory was an ad for a school of whistling that said it taught using the methods of Agnes Woodward, and a quick scan of the Archive’s stacks showed that we had an entire copy of her book Whistling as an Art! The medical treatise Sleep and Its Derangements, from 1869, is William A",30 Days of Stuff,https://blog.archive.org/2017/12/,506
549,scan," Countway Library of Medicine, it’s one of many thousands of books we’ve scanned with partners",30 Days of Stuff,https://blog.archive.org/2017/12/,506
550,digiti,"   Movies  Rescued from a warehouse years ago, a collection of Hollywood movie “B-Roll”, unused secondary scenes often filmed by different crew, has been digitized",30 Days of Stuff,https://blog.archive.org/2017/12/,506
551,digiti," In October, when he digitized the 16mm reel and showed it to me, I couldn’t believe it",Why I Work for the Internet Archive,https://blog.archive.org/2017/11/,512
552,scan," If you like internet sleuthing, or leveraging our scanned discographies or your discographies and would like to join in on finding dates and reviews, please jump in","5,000 78rpm sides for the Great 78 Project are now posted",https://blog.archive.org/2017/11/,513
553,digiti," “I am inspired every time I go through the doors,” said Kahle of the library, noting that the Boston Public Library was the first to digitize not just a presidential library, of John Quincy Adams, but also modern books",The 20th Century Time Machine,https://blog.archive.org/2017/10/,522
554,scan," Working with Elizabeth Townsend Gard, a copyright scholar at Tulane University, the Internet Archive is liberating these books under a little known, and perhaps never used, provision of US copyright law, Section 108h, which allows libraries to scan and make available materials published 1923 to 1941 if they are not being actively sold",The 20th Century Time Machine,https://blog.archive.org/2017/10/,522
555,digiti,5 million digitized monographs through the libraries around the world that use OCLC’s bibliographic services,Syncing Catalogs with thousands of Libraries in 120 Countries through OCLC,https://blog.archive.org/2017/10/,523
556,digiti,"Today, the Boston Public Library announced the transfer of significant holdings from its Sound Archives Collection to the Internet Archive, which will digitize, preserve and make these recordings accessible to the public",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
557,digiti," This community effort seeks to digitize all the 78 rpm records ever produced, supporting their  preservation, research and discovery",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
558,digiti,” George Blood LP’s 4-arm turntable used for 78 digitization,Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
559,digiti," The Internet Archive is working with George Blood LP, and the IA’s Music Curator, Bob George of the Archive of Contemporary Music  to discover, transfer, digitize, catalog and preserve these often fragile discs",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
560,digiti,"  This team has already digitized more than 35,000 sides",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
561,scan," The Internet Archive began working with the Boston Public Library in 2007, and our scanning center is housed at its Central Library in Copley Square",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
562,scan,"  There, as a digital-partner-in-residence, the Internet Archive is scanning bound materials for Boston Public Library, including the John Adams Library, one of the BPL’s Collections of Distinction",Boston Public Library’s Sound Archives Coming to the Internet Archive for Preservation & Public Access,https://blog.archive.org/2017/10/,524
563,scan,"[press: boingboing] The Internet Archive is now leveraging a little known, and perhaps never used, provision of US copyright law, Section 108h, which allows libraries to scan and make available materials published 1923 to 1941 if they are not being actively sold",Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
564,scan,”  She and her students helped bring the first scanned books of this era available online in a collection named for the author of the bill making this necessary: The Sonny Bono Memorial Collection,Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
565,scan," We hope this will encourage libraries that have been reticent to scan beyond 1923 to start mass scanning their books and other works, at least up to 1942",Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
566,scan," Internet Archive Bookmobile in front of Carnegie Library in Pittsburgh: “Free to the People” But there is an exemption from this extension of copyright, but only for libraries and only for works that are not actively for sale — we can scan them and make them available",Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
567,scan," Professor Townsend Gard had two legal interns work with the Internet Archive last summer to find how we can automate finding appropriate scanned books that could be liberated, and hand-vetted the first books for the collection",Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
568,scan,"” Now it is the chance for libraries and citizens who have been reticent to scan works beyond 1923, to push forward to 1941, and the Internet Archive will host them",Books from 1923 to 1941 Now Liberated!,https://blog.archive.org/2017/10/,525
569,scan,"  The work of TV Architect Tracey Jaquith, our Third Eye project scans the lower thirds of TV screens, using OCR, or optical character recognition, to turn these fleeting missives into downloadable data ripe for analysis","History is happening, and we’re not just watching",https://blog.archive.org/2017/10/,527
570,scan," You can review whole speeches, scanning for just the fact-checked claims by looking for the fact-check icon  on a program timeline","TV News Record: 1,340 fact checks collected and counting",https://blog.archive.org/2017/10/,528
571,digiti," We’ve helped backup over 2M hours of television news, hundreds of billions of webpages through time, audio for tens of thousands of live music concerts and 78rpms, and have helped digitize and lend millions of public domain and modern books",Experiments Day Hackathon 2017,https://blog.archive.org/2017/09/,530
572,scan,"  Our Third Eye project scans the lower thirds of TV screens, using OCR, or optical character recognition, to turn these fleeting missives into downloadable data ripe for analysis",TV news chyron data provide ways to explore breaking news reports & bias,https://blog.archive.org/2017/09/,531
573,digiti, We’ve collaborated with the world’s top copyright experts to clarify the legal framework for libraries to digitize and lend their collections,MacArthur Foundation’s $100 Million Award Finalists,https://blog.archive.org/2017/09/,532
574,digiti," Copyright scholar and Berkeley Law professor, Pam Samuelson (center), convenes a gathering of more than twenty legal experts to help clarify the legal basis for libraries digitizing and lending physical books in their collections",MacArthur Foundation’s $100 Million Award Finalists,https://blog.archive.org/2017/09/,532
575,scan," While the BBC gives some Trump face-time, it gives scant attention to the congressional leaders",Face-o-Matic data show Trump dominates – Fox focuses on Pelosi; MSNBC features McConnell,https://blog.archive.org/2017/09/,535
576,scan," Come scan a book, play in a virtual reality arcade, or talk about 78 rpm recordings with DJ Chas Gaudi",The Internet Archive’s Annual Bash – Come Celebrate With Us!,https://blog.archive.org/2017/08/,537
577,digiti," Here at the Archive, we digitize over a thousand books a day",Using Kakadu JPEG2000 Compression to Meet FADGI Standards,https://blog.archive.org/2017/07/,546
578,digiti," The Library of Congress has documented its adoption of the JPEG2000 file format for a number of digitization projects, including its text collections on archive",Using Kakadu JPEG2000 Compression to Meet FADGI Standards,https://blog.archive.org/2017/07/,546
579,digiti," Thank you, Kakadu, for helping make it possible for millions of books to be digitized, stored, and made available with high quality on archive",Using Kakadu JPEG2000 Compression to Meet FADGI Standards,https://blog.archive.org/2017/07/,546
580,scan, Ted’s statue at the Internet Archive has been scanned for 3D printing—the data to make your own Desktop Ted is now at https://archive,Join us for Ted Nelson’s birthday: OCTOTHORP — 80 AND STILL S#ARP,https://blog.archive.org/2017/06/,558
581,digiti," Working with library partners and organizations serving the print disabled, the Internet Archive proposes bringing 4 million books online, through purchase or digitization, starting with the century of books missing from our digital shelves",Connect with Internet Archive at ALA 2017—Chicago,https://blog.archive.org/2017/06/,562
582,digiti," Together with library and accessibility partners, the Internet Archive proposes bringing 4 million books online, through purchase or digitization",Connect with Internet Archive at ALA 2017—Chicago,https://blog.archive.org/2017/06/,562
583,digiti," The Internet Archive, working with library and accessibility partners, has a plan to bring 4 million books online, through purchase or digitization, starting with the 20th century books missing from our digital shelves",AMA about OpenLibraries–our proposal for MacArthur’s 100&Change,https://blog.archive.org/2017/06/,564
584,digiti,"” This joint initiative is a crucial early step in Internet Archive’s ambitious plans to digitize, preserve and provide public access to four million books, by partnering widely with university presses and other publishers, authors, and libraries",MIT Press Classics Available Soon at Archive.org,https://blog.archive.org/2017/05/,567
585,digiti," MIT Press Director, Amy Brand said, “One of my top ambitions for the MIT Press has been to ensure that our entire legacy of publications is digitized, accessible, searchable, discoverable now and in perpetuity",MIT Press Classics Available Soon at Archive.org,https://blog.archive.org/2017/05/,567
586,scan,"org We will be scanning an initial group of 1,500 MIT Press titles at Internet Archive’s Boston Public Library facility, including Cyril Stanley Smith’s 1980 book, From Art to Science: Seventy-Two Objects Illustrating the Nature of Discovery, and Frederick Law Olmsted and Theodora Kimball’s Forty Years of Landscape Architecture: Central Park, which was published in 1973",MIT Press Classics Available Soon at Archive.org,https://blog.archive.org/2017/05/,567
587,digiti,” The Internet Archive has already begun digitizing MIT Press’ backlist and they will be available at archive,MIT Press Classics Available Soon at Archive.org,https://blog.archive.org/2017/05/,567
588,digiti, This curated screening of digitized and 16mm films will also include favorites as voted by IA users and staff,Internet (Film) Archive – A Screening: Monday June 5 at 7 pm,https://blog.archive.org/2017/05/,569
589,digiti," With a vast collection of digitized materials and tools like the Wayback Machine, Archive",“And the Webby Award for Lifetime Achievement Goes to….”,https://blog.archive.org/2017/05/,572
590,digiti, for digitization,Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
591,digiti," Now digitized, these recordings offer a wealth of musicological, discographic and technical information, documenting and contextualizing music and recording history in the first half of the 20th century",Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
592,digiti,  The sheer scale of this digitization project is unprecedented,Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
593,digiti," At over 15,000 recordings and counting, the value strictly in terms of preservation is clear, especially given the Internet Archive’s focus on digitizing music less commonly available to researchers",Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
594,digiti, The discs in the George Blood Collection were all digitized at a playback speed of 78rpm,Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
595,digiti," They play at different speeds, some barely perceptibly faster or slower but at least one nearly a half-step faster than the preservation copy digitized by George Blood L",Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
596,digiti," However, once digitized, those previously random pops become fixed in time",Listening to the 78rpm Disc Collection,https://blog.archive.org/2017/05/,574
597,digiti," With a vast collection of digitized materials and tools like the Wayback Machine, Archive",Internet Archive wins Webby Lifetime Achievement award,https://blog.archive.org/2017/04/,581
598,digiti, Thank you to the people that are starting to send books to the Internet Archive to be digitized,Books Donated for MacArthur Foundation 100&Change Challenge from BookMooch Users,https://blog.archive.org/2017/03/,588
599,digiti,"  The Internet Archive digitizes already, but as semifinalists for a $100million grant from the MacArthur Foundation, we are ramping up",Books Donated for MacArthur Foundation 100&Change Challenge from BookMooch Users,https://blog.archive.org/2017/03/,588
600,digiti," With our partners, we will curate, digitize, and enable digital lending of these digital volumes to any library in the country that owns the physical book",Internet Archive Reaches Semifinals in MacArthur Foundation’s Competition for $100 Million Grant,https://blog.archive.org/2017/02/,598
601,digiti, The scale of the project will help reduce digitization costs by 50 percent or more,Internet Archive Reaches Semifinals in MacArthur Foundation’s Competition for $100 Million Grant,https://blog.archive.org/2017/02/,598
602,digiti," How do we know this can work? We’ve been prototyping this model for six years at Open Library, digitizing 540,000 modern books originating from 100 partners",Internet Archive Reaches Semifinals in MacArthur Foundation’s Competition for $100 Million Grant,https://blog.archive.org/2017/02/,598
603,digiti, Libraries should never pay to digitize a book more than once,Internet Archive Reaches Semifinals in MacArthur Foundation’s Competition for $100 Million Grant,https://blog.archive.org/2017/02/,598
604,digiti," Shaping SF, by the way, is a highly active local history organization, a longtime partner of the Archive and presently working with IA to digitize a large collection of San Francisco community newspapers","Lost Landscapes of San Francisco: Fundraiser Benefitting Internet Archive — Monday, January 30th, 2017",https://blog.archive.org/2017/01/,606
605,scan," This year’s program features new scenes of San Franciscans working, playing, marching and partying during the Great Depression; unseen footage of Seals Stadium and the Cow Palace in the late 1930s; newly-discovered footage of the San Francisco Produce Market in operation; glimpses of neighborhoods now gone; Cathedral Hill on the cusp of redevelopment; 1960s antiwar activism; newly found footage of Tom Mooney’s victory parade after his release from Alcatraz in 1939; Bay ferries in operation; rare images of southeastern San Francisco and the Hunters Point drydock; the 1975 Gay Freedom Day parade; a 1940s-era ode to our fog; and many more newly discovered gems","Lost Landscapes of San Francisco: Fundraiser Benefitting Internet Archive — Monday, January 30th, 2017",https://blog.archive.org/2017/01/,606
606,digiti," And also before the election we had been planning with the University of Toronto and University of Alberta to host the materials digitized from Canadian libraries at the Internet Archive Canada, which is a completely separate nonprofit from ours",FAQs about the Internet Archive Canada,https://blog.archive.org/2016/12/,617
607,digiti, The first stage would be done with the University of Toronto and University of Alberta: to make a copy of what has been digitized from these Canadian collections (books and microfilm) and move that onto their university servers,FAQs about the Internet Archive Canada,https://blog.archive.org/2016/12/,617
608,scan, It has been running for years and employs 11 book scanners in Toronto and Alberta,FAQs about the Internet Archive Canada,https://blog.archive.org/2016/12/,617
609,scan," Come scan a book, play in a virtual reality arcade, or try out the brand new search feature in the Wayback Machine",The Internet Archive Turns 20!,https://blog.archive.org/2016/09/,640
610,scan," Come scan a book, play in a virtual reality arcade, search billions of Web pages in our Wayback Machine and so much more! Then check out the interactive new media projects by talented artists working with our collections",SAVE THE DATE — The Internet Archive Turns 20!,https://blog.archive.org/2016/09/,642
611,digiti," So why does the Internet Archive have more than 200,000 in our physical possession? A little over a year ago New York’s ARChive of Contemporary Music (ARC) partnered with the Internet Archive to focus on preserving and digitizing audio-visual materials",Saving the 78s,https://blog.archive.org/2016/09/,644
612,scan," But donations and major research projects like making scans for The Grammy Museum and The Ertegun Jazz Hall of Fame placed about 12,000 78s in our collection",Saving the 78s,https://blog.archive.org/2016/09/,644
613,digiti, It was a second large donation that prompted the Internet Archive to move toward the idea that we should digitize all of our 78s,Saving the 78s,https://blog.archive.org/2016/09/,644
614,digiti,"  The next step is curating this material, acquiring more collections and moving towards preservation through digitization",Saving the 78s,https://blog.archive.org/2016/09/,644
615,digiti, Already we have a pilot project in the works with master preservationist George Blood to develop workflow and best digitization practices,Saving the 78s,https://blog.archive.org/2016/09/,644
616,digiti, We’ve seen them propose “notice and staydown” filtering of the Internet and disastrous “extended collective licensing” for digitization projects,"The Copyright Office is trying to redefine libraries, but libraries don’t want it — Who is it for?",https://blog.archive.org/2016/07/,651
617,digiti," Drafting a law now could make something that is working well more complicated, and could calcify processes that would otherwise continue to evolve to make digitization efforts and web archiving work even better for libraries and content owners alike","The Copyright Office is trying to redefine libraries, but libraries don’t want it — Who is it for?",https://blog.archive.org/2016/07/,651
618,digiti, It will lead to uncertainty for the libraries that have already begun to modernize by digitizing their analog collections and learning how to collect and preserve born-digital materials,"The Copyright Office is trying to redefine libraries, but libraries don’t want it — Who is it for?",https://blog.archive.org/2016/07/,651
619,scan," And second, because of his own role in covering up the Watergate scandal, which involved dirty tricks against the Democrats during the 1972 campaign",Is it 1968? Not really — but past convention video clips show controversy,https://blog.archive.org/2016/07/,652
620,digiti," Our sister organization, Internet Archive Canada, has also been working on accessibility projects, and has digitized more than 8500 texts in partnership with the Accessible Content E-Portal, which is on track to have over 10,000 items available in accessible formats by the end of the month",Unlocking Books for the Blind and Visually Impaired,https://blog.archive.org/2016/07/,654
621,scan, The ARC doesn’t scan images of other people’s holdings or borrow materials for the site – we own everything pictured,IA + ARC + Cuba,https://blog.archive.org/2016/05/,661
622,scan,"  So for us they rushed this project forward and now there are more than 30,000 cards scanned, making this data available online for scholars for the first time",IA + ARC + Cuba,https://blog.archive.org/2016/05/,661
623,digiti," Nor are we digitizing reports filed by broadcasting stations with the Federal Communications Commission (FCC) about political ads, though that is a worthy goal",The tech powering the Political TV Ad Archive,https://blog.archive.org/2016/05/,663
624,digiti,   Through this process the Internet Archive has more books to digitize and preserve,Discover Books Donates Large Numbers of Books,https://blog.archive.org/2016/05/,664
625,scan," Using one of the Archive’s Tabletop Scribes, the librarians scanned and digitized numerous rare books from their collection","Reflections on From Clay to the Cloud: The Internet Archive and Our Digital Legacy, a.k.a. The Internet Archive – The Exhibition!",https://blog.archive.org/2016/04/,665
626,scan,"The decade-long legal battle over Google’s massive book scanning project is finally over, and it’s a huge win for libraries and fair use",Google Library Project Legal: Let the Robots Read!,https://blog.archive.org/2016/04/,666
627,scan," On Monday, the Supreme Court declined to hear an appeal by the Author’s Guild, which had argued that Google’s scanning of millions of books was an infringement of copyright on a grand scale",Google Library Project Legal: Let the Robots Read!,https://blog.archive.org/2016/04/,666
628,scan,” Google began scanning books in partnership with a group of university libraries in 2004,Google Library Project Legal: Let the Robots Read!,https://blog.archive.org/2016/04/,666
629,digiti, Libraries around the country are now free to rely on fair use as they determine how to manage their own digitization projects–encouraging innovation and increasing our access to human knowledge,Google Library Project Legal: Let the Robots Read!,https://blog.archive.org/2016/04/,666
630,scan," In these buildings, we hold copies of books we’ve scanned, audio recordings, software boxes, films, and a variety of other materials that we are either turning digital or holding for the future",Truck and Back Again: The Internet Archive Truck Takes a Detour,https://blog.archive.org/2016/04/,667
631,scan," The Internet Archive offers these in two cases:  when a user uploads them, and when they are created from other formats, such as scanned books or uploaded PDFs that were made up of images of pages",Upcoming changes in epub generation,https://blog.archive.org/2016/04/,669
632,scan,   To access the epubs for the books we have scanned the URL is https://archive,Upcoming changes in epub generation,https://blog.archive.org/2016/04/,669
633,digiti, Sometimes in digitizing books we find pressed flowers or a single leaf or pieces of paper that were used as bookmarks then forgotten,Guess what we find in books?  A look Inside our Midwest Regional Digitization Center– by Jeff Sharpe,https://blog.archive.org/2016/03/,675
